id,product_id,store_id,quantity,type,cost_price
1851,PIF.1050,WP,18,-,0
1856,1050,ST,2,+,3290.59
1857,PIF.1050,ST,1,-,0
1858,RVF.7029,ST,1,-,0
1860,51904,ST,69,-,0
1861,PIF.1428,ST,1,-,0
1862,TCP11C2,ST,2,+,340
1863,TSJ541B002F,ST,3,+,22.95
1864,SAA512A103,ST,4,-,0
1865,CO.37H,ST,6,-,0
1866,CO.37H,ST,6,-,0
1867,08816-10000,ST,5,+,1
1869,SSA387B099A,ST,15,+,57.91
1870,SSA923A232,ST,27,-,0
1871,SSA924B014,ST,30,-,0.69
1874,SSA382A198,ST,1,+,61.2
1875,TSJ531B014A,ST,4,-,0
1876,TSJ531B014A,ST,4,-,0
1880,SSA383D007C,ST,3,+,249.75
1881,53801036,ST,7,+,10.67
1882,TSJ502A023A,ST,2,+,512.64
1883,29355,ST,1,+,1
1886,SSA925C051R,ST,21,-,0
1889,ACA223F006,ST,5,+,3.78
1890,SSA925A047,ST,1,+,59
1891,TJF116A134,ST,1,-,0
1892,ABS223D001,ST,8,-,0
1893,70845,ST,5,+,20.29
1894,70823,ST,1,-,0
1895,TSJ502A083A,ST,4,-,0
1896,PIF.1428,ST,1,-,0
1898,F4-AJ3,ST,1,+,4
1899,M3MSH-035,ST,7,+,8
1900,TSJ505A021,ST,1,+,1
1901,71615478,WP,1,+,1
1902,B2A49,WP,1,+,4.65
1903,B2A49,WP,1,+,1
1904,324500,WP,4,+,1.39
1905,ACA272C009,ST,1,+,115.83
1907,ACA272C009,ST,1,+,115.83
1908,ACA272C064,ST,1,+,178.5
1909,TDJ301DL2,ST,23,+,4405.5
1910,RVF.9053,ST,2,-,0
1911,RVF.9053,ST,2,-,0
1912,RVF.8788,ST,1,-,0
1913,RVF.8788,ST,152.4,+,50.85
1915,RVF.8788,ST,152.4,+,50.85
1916,RVF.8788,ST,152.4,+,50.85
1917,RVF.8788,ST,152.4,+,50.85
1918,45575,ST,5,+,0.1
1919,ACA201A020,ST,1,+,0.1
1920,51907,ST,95,-,0
1921,B2B65,ST,5,+,9.5
1922,71922042,ST,162,-,0
1923,RVF.8787,ST,152,+,7311
1924,CAWT28.23H/W,ST,5,-,0
1925,CAWT28.23H/W,ST,5,-,0
1926,B2A49,ST,1,+,1
1928,56706,ST,1,+,0.2
1929,SSA512A022C,ST,2,+,0.1
1930,41853,ST,1,+,4.2
1933,550254,ST,4,-,0
1934,550254,ST,4,-,0
1935,7113,ST,1,-,0
1936,7113,ST,1,-,0
1937,7113,ST,1,-,0
1938,7113,ST,1,-,0
1939,7113,ST,1,-,0
1940,29363,ST,1,-,0
1941,29384,ST,3,-,0
1942,31046,ST,1,-,0
1943,31743,ST,3,-,0
1944,35872,ST,1,-,0
1945,5550503,ST,3,-,0
1946,ACA932C035,ST,1,-,0
1947,ACA932C035,ST,26,-,0
1948,ACA932C035,ST,26,-,0
1949,35321301,ST,1,-,0
1951,RVF.8787,ST,457,-,0
1952,PIF.1428,ST,152.4,+,29.7
1953,RVF.8787,ST,304.8,+,24.4
1955,"H1handle8""",ST,89,-,0
1956,TJB311B001,ST,1,-,0
1957,RVF.8788,ST,153,-,0
1958,RVF.8788,ST,152,+,55.44
1962,ACA272C009,WP,3,+,30
1963,29365,ST,4,+,18.02
1964,TJF116A057,WD,1,-,0
1965,T2A10-6580-057,WD,3,-,0
1967,SAA382A008A,ST,2,+,30
1969,ACA272C009,ST,1,+,130
1971,"H1handle8""",ST,111,-,0
1972,"H1handle8""",ST,111,-,0
1973,70823,ST,1,+,19.98
1974,ACA932D002,ST,19,-,0
1975,SSA923A205,ST,19,-,0
1976,ACA272C009,ST,2,-,0
1977,TCP11FOR,ST,9,+,20
1978,SSA387B079C,ST,24,-,0
1979,TSJ423J007,ST,9,+,14
1980,TCP11FOR,ST,22,+,15
1981,TDJ360DL2,ST,13,-,0
1982,R50DB385-10,WD,53,-,0
1983,AKC200A256,WD,1,-,0
1984,B36204-2RS,ST,6,+,4.9
1985,B36204-2RS,WD,10,+,10
1986,B36205-2RS,WD,15,+,7
1987,B3BDU402240RR,WD,10,+,25
1988,F1C-163,WD,10,+,40
1989,F3PDM-S81COE,WD,4,+,112
1990,PA4279-2P,WD,3,-,0
1991,R2G8MS-1A25T,WD,10,-,0
1992,R424V1U,WD,10,-,0
1993,V1SE-2021,WD,3,-,0
1994,B2B28,WD,1,+,18
1995,B2B38,WD,2,-,0
1996,B2B50,WD,2,-,0
1997,B2B54,WD,3,+,18
1998,B2B56,WD,3,-,0
1999,B2B61,WD,2,-,0
2000,B2B58,ST,10,+,8.5
2001,B2A42,WD,7,+,16
2002,B2A46,WD,5,-,0
2003,F4-RFN-0403,WD,5,-,0
2004,F4-SE-0303,WD,5,-,0
2005,F4-SE-0404,WD,5,-,0
2006,N1-F-W/R12,WD,20,-,0
2007,38623737,WD,2,-,0
2008,71222172,WD,3,-,0
2009,071920618A,WD,2,-,0
2010,071920619A,WD,2,-,0
2011,071920619A,WD,2,-,0
2012,72301288,WD,37,-,0
2013,72301295,WD,25,-,0
2014,72301296,WD,11,-,0
2015,127101,WD,3,-,0
2016,204700,WD,5,-,0
2017,60090S,WD,28,-,0
2018,60091S,WD,14,-,0
2019,C7-35612-74,WD,10,+,6
2020,C7-8915-74,WD,10,+,9
2021,F4-1/2-45F,WD,5,-,0
2022,F4-1/2-90-FN,WD,26,-,0
2023,F4-1/2-OR-013-V.70,WD,130,-,0
2024,F4-1/2STF,WD,28,-,0
2025,F4-3/8-OR-011-V.70,WD,30,-,0
2026,F4-3/8STF,WD,5,-,0
2027,F4-5/16-OR-010-V.70,WD,65,-,0
2028,F4-5/8-90-FN,WD,5,-,0
2029,F4-5/8STF,WD,20,-,0
2030,F4-AJ2,WD,2,-,0
2031,F4-AJ2-1/2,WD,6,-,0
2032,F4-AJ3,WD,4,-,0
2033,F4-RCOR-0303,WD,5,-,0
2034,F4-RFN-0302,WD,10,-,0
2035,SSA923A205,WD,10,-,0
2036,SSA925A006,WD,2,-,0
2037,SSA925A006,WD,2,-,0
2038,SSA925C003A,WD,5,-,0
2039,SSA925C003B,WD,5,-,0
2040,SSA925C003D,WD,5,-,0
2041,SSA925C003F,WD,5,-,0
2042,SSA925C003N,WD,5,-,0
2043,SSA925C003N,WD,5,-,0
2044,SSA925C051B,WD,5,-,0
2045,SSA925C051C,WD,5,-,0
2046,SSA925C051K,WD,5,-,0
2047,SSA925C051N,WD,5,-,0
2048,SSA925C051P,WD,5,-,0
2049,SSA925C051R,WD,5,-,0
2050,SSA925C051R,WD,5,-,0
2051,TCP11F2,WD,1,-,0
2052,TSJ502A040,WD,1,-,0
2053,SSA352F043,WD,10,+,84
2054,SSA383B301G,WD,1,-,0
2055,SSA383B410,WD,2,-,0
2056,SSA387B079,WD,3,-,0
2057,SSA387B099,WD,1,+,153
2058,SSA387B114,WD,2,+,187
2059,B2B53,ST,5,+,7.75
2060,SSA387B114C,WD,2,+,187
2061,SSA431A109,WD,4,+,116
2062,SSA431B065A,WD,2,+,29
2063,SSA431J013A,WD,2,-,0
2064,SSA512A019A,WD,2,-,0
2065,SSA512A025A,WD,2,-,0
2066,SSA512K007,WD,4,-,0
2067,SSA512K009,WD,1,-,0
2068,SSA521A245,WD,2,-,0
2069,ACA272C008,WD,1,+,272
2070,ACA272C009,WD,5,+,272
2071,ACA272C065,WD,1,-,0
2072,ACA272C065,WD,1,-,0
2073,ACA932D002,WD,2,-,0
2074,B3NU1005,WD,2,+,70
2075,MM435190,WD,5,-,0
2076,SAA512A072,WD,5,-,0
2077,SAA512A130,WD,2,-,0
2078,R20-332-014-203,WD,5,-,0
2079,B36203-2RS,WD,10,+,9
2080,B2B28,WD,1,-,0
2081,B2B62,WD,1,-,0
2082,TD21DSL1,ST,3,+,0.2
2083,TD21DSL2,ST,1,+,0.2
2084,TD25DSL2,ST,1,-,0
2085,TD25DXB-1L1,ST,2,+,0.2
2086,TD25DXB-1L2,ST,1,+,0.2
2087,TD36DSL2,ST,1,-,0
2088,TDJ301DL1,ST,4,+,9500
2089,TDJ301DL2,ST,1,-,0
2090,TDJ360DL2,ST,2,-,0
2091,TDJ430DL2,ST,1,-,0
2092,TU130D,ST,1,+,0.1
2093,TU73D,ST,1,-,0
2094,TUJ80D,ST,1,-,0
2095,48203M5700,ST,2,+,60
2096,SSA431J016,ST,5,-,0
2097,SSA512K009,ST,10,+,80
2098,TDJ360DL2,ST,3,+,5000
2099,TDJ360DL2,ST,1,+,5000
2100,SSA431J013A,ST,1,-,0
2101,SSA431J013A,ST,1,-,0
2102,TD17CXL1,ST,1,-,0
2103,TD21DSL1,ST,4,-,0
2104,TD21DSL1,ST,4,-,0
2105,TD22DXB-1L1,ST,10,+,750
2106,TD22DXB-1L2,ST,6,+,500
2107,TD25DXB-1L1,ST,3,-,0
2108,TD25DXB-1L2,ST,1,-,0
2109,TD30DXB-1L1,ST,1,-,0
2110,TD36DSL2,ST,1,+,250
2111,TD36DXL2,ST,1,-,0
2112,TDJ301DL1,ST,1,+,9500
2113,TDJ301DL2,ST,8,-,0
2114,TDJ301DL1,ST,14,-,0
2115,TDJ360DL2,ST,6,-,0
2116,TU130D,ST,3,-,0
2117,TU42D,ST,1,-,0
2118,TU73D,ST,1,+,500
2119,TU73DX-25-4,ST,1,-,0
2120,TUJ80D,ST,1,-,0
2121,TDJ360DL2,ST,1,+,500
2122,51902,ST,3325,-,0
2123,51903,ST,1096,-,0
2124,51904,ST,164,-,0
2125,51907,ST,5,-,0
2126,RVF.8788,ST,151,-,0
2127,072021425B,ST,1,+,10.39
2128,020814394B,ST,27,-,0
2129,024120253B,ST,2,-,0
2130,30520744,ST,5,-,0
2131,30522477,ST,87,-,0
2132,35321301,ST,40,-,0
2133,35422247,ST,112,-,0
2134,35422278,ST,9,-,0
2135,35518614,ST,23,-,0
2136,35518614,ST,23,-,0
2137,38615900,ST,24,-,0
2138,38617455,ST,14,-,0
2139,38623737,ST,2,-,0
2140,38623738,ST,11,-,0
2141,70115766,ST,79,-,0
2142,70120783,ST,70,-,0
2143,070122152A,ST,4,+,132.75
2144,70122685,ST,4,-,0
2145,70322203,ST,67,-,0
2146,70322206,ST,111,-,0
2147,070810489A,ST,2,+,20
2148,70820809,ST,68,+,15.25
2149,70822017,ST,5,-,0
2150,71222172,ST,157,-,0
2151,B2A60,ST,1,+,5.1
2152,71422430,ST,12,+,15
2153,071423511A,ST,2,-,0
2154,071423533C,ST,57,-,0
2155,71615478,ST,5,+,10
2156,71822047,ST,2,+,21.5
2157,071913612A,ST,8,-,0
2158,71917306,ST,14,-,0
2159,071920000A,ST,8,-,0
2160,071920618A,ST,25,-,0
2161,071920619A,ST,20,-,0
2162,71920622,ST,231,-,0
2163,71921023,ST,1,-,0
2164,71921023,ST,1,-,0
2165,71922042,ST,131,-,0
2166,71922483,ST,28,+,19.83
2167,71922483,ST,28,+,19.83
2168,072021425B,ST,228,-,0
2169,072021425B,ST,228,-,0
2170,72301288,ST,70,-,0
2171,72301295,ST,54,-,0
2172,72301296,ST,54,-,0
2173,72320381,ST,18,+,8.75
2174,072421585B,ST,244,-,0
2175,81409327,ST,18,-,0
2176,082520475D,ST,4,-,0
2177,082520480D,ST,1,-,0
2178,082520480D,ST,1,-,0
2179,82816195,ST,4,-,0
2180,111701,ST,6,+,16.2
2181,127101,ST,278,-,0
2182,127301,ST,148,-,0
2183,204600,ST,22,-,0
2184,204700,ST,102,-,0
2185,230000,ST,7,-,0
2186,230001,ST,6,-,0
2187,230002,ST,25,-,0
2188,30020S,ST,25,-,0
2189,30025S,ST,48,-,0
2190,30125,ST,56,-,0
2191,30125S,ST,115,-,0
2192,30300S,ST,12,-,0
2193,30500,ST,30,-,0
2194,30500S,ST,12,-,0
2195,324500,ST,6,-,0
2196,324501,ST,207,-,0
2197,32801,ST,50,-,0
2198,60090S,ST,255,-,0
2199,60091S,ST,297,-,0
2200,61000,ST,20,-,0
2201,61272,ST,20,-,0
2202,70406S,ST,4,-,0
2203,127101,ST,6,-,0
2204,70640,ST,50,+,5
2205,70822S,ST,2,+,45
2206,70911,ST,1,+,30
2207,CAWT28.22H/W,ST,8,+,177
2208,CAWT28.23H/W,ST,8,-,0
2209,CO.200,ST,1,-,0
2210,CO.37H,ST,2,-,0
2211,"H1handle8""",ST,128,-,0
2212,TDJ430DL2,ST,1,+,4000
2213,5524,ST,1,+,7.8
2214,F3PDM-S81COE,ST,1,+,112
2215,F3PDM-S81COE,ST,1,+,112
2216,F4-AJ2-1/2,ST,2,+,8
2217,F3PDM-S81COE,ST,1,+,112
2218,F3PDM-S81COE,ST,1,+,112
2219,F3PDM-S81COE,ST,1,+,112
2220,C1RL32H(5),ST,4,+,55
2221,F3Y-730-7,ST,1,+,90
2222,F3Y-730-7/M,ST,34,-,0
2223,F3Y-730-5,ST,1,-,0
2224,F3Y-730-5/M,ST,97,-,0
2225,F5-TU73-A,ST,5,+,13
2226,F5-TU73-O,ST,10,+,24
2227,B36303-2RS,ST,7,-,0
2228,B36304-2RS,ST,6,+,15
2229,B36305-2RS,ST,3,+,34.9
2230,B36202-2RS,ST,9,-,0
2231,B36203-2RS,ST,22,-,0
2232,B36204-2RS,ST,214,-,0
2233,B36205-2RS,ST,12,-,0
2234,B36208-2RS,ST,18,+,35
2235,B36000-2RS,ST,28,-,0
2236,B36006-2RS,ST,15,-,0
2237,B36010-2RS,ST,10,-,0
2238,B3608-2RS,ST,232,-,0
2239,B33210A-2RS,ST,4,-,0
2240,127301,ST,18,-,0
2241,B3BDU402240RR,ST,97,-,0
2242,B3NJ-208,ST,13,+,23
2243,TCP11COR,ST,2,-,0
2244,B3UC-205,ST,7,-,0
2245,230002,ST,2,-,0
2246,TD22DXB-1L2,ST,1,+,3570
2247,ACA223B002,ST,2,-,0
2248,ACA223D008,ST,6,-,0
2249,ACA223D014,ST,30,-,0
2250,ACA223D015,ST,30,-,0
2251,ACA226D006,ST,5,-,0
2252,ACA226D012,ST,9,+,42.5
2253,ACA226F002,ST,5,+,6.8
2254,ACA272C009,ST,2,-,0
2255,ACA272C054,ST,3,+,80
2256,ACA272C064,ST,2,-,0
2257,ACA932D002,ST,2,-,0
2258,B3NU1005,ST,2,-,0
2259,MD115472,ST,1,-,0
2260,MM408992,ST,10,-,0
2261,SSA352F091,ST,1,-,0
2262,SSA357H026,ST,9,+,13.5
2263,SSA387A079,ST,3,-,0
2264,SSA387B079A,ST,15,-,0
2265,SSA387B079C,ST,24,-,0
2266,SSA387B079D,ST,16,-,0
2267,SSA387B099A,ST,5,-,0
2268,SSA387B114A,ST,27,-,0
2269,SSA387B114C,ST,20,-,0
2270,SSA387B114F,ST,3,-,0
2271,SSA387B114G,ST,6,-,0
2272,SSA387B121B,ST,32,-,0
2273,SSA387B121C,ST,23,-,0
2274,SSA431A043,ST,3,-,0
2275,SSA431A109,ST,8,-,0
2276,SSA512A013C,ST,11,-,0
2277,SSA512A022B,ST,4,+,510
2278,SSA512A022C,ST,1,+,510
2279,SSA512A025A,ST,6,-,0
2280,SSA512K009,ST,1,+,211
2281,SSA512T037A,ST,4,-,0
2282,SSA521A073C,ST,13,+,100
2283,SSA531B323,ST,4,-,0
2284,SSA532A042,ST,2,+,32
2285,SSA923A205,ST,45,-,0
2286,SSA923A232,ST,6,+,22
2287,SSA925A006,ST,2,-,0
2288,SSA925A016,ST,20,+,22
2289,SSA925C003A,ST,24,-,0
2290,SSA925C003B,ST,19,-,0
2291,SSA925C003C,ST,6,-,0
2292,SSA925C003F,ST,13,-,0
2293,SSA925C003F,ST,13,-,0
2294,SSA925C051B,ST,3,-,0
2295,SSA925C055G,ST,5,-,0
2296,TCP18C2-KT1,ST,12,-,0
2297,TCP18C2-KT2,ST,6,+,10
2298,TCP24A-KT1,ST,37,+,11
2299,TJB131A008,ST,3,-,0
2300,TJG006A006A,ST,6,-,0
2301,TJG006A006B,ST,37,-,0
2302,TSJ006A005,ST,3,-,0
2303,TSJ502A040,ST,2,+,22
2304,TSJ502A040A,ST,1,+,12
2305,TSJ502A040A,ST,1,+,12
2306,204700,ST,2,+,22
2307,204700,ST,2,+,22
2308,SSA925A012,ST,2,+,35
2309,56112,ST,1,+,41
2310,F4-AJ2-1/2,ST,1,+,8
2311,204700,ST,2,+,17
2312,F3Y-730-7,ST,1,+,90
2313,B2A33,ST,1,+,3
2314,SSA925A027,ST,2,-,0
2315,204700,ST,1,+,17
2316,204700,ST,1,+,17
2317,SSA925C058,ST,16,+,0.2886
2318,51903,ST,40,-,0
2319,204700,ST,2,+,18
2320,12-01145-04,ST,1,-,0
2321,51904,ST,68,+,500
2322,TJF116A122D,ST,1,+,28
2323,F3Y-730-7,ST,2,+,25
2324,204700,ST,50,+,3
2325,MM435190,ST,2,+,150
2326,TUJ80D,ST,2,-,0
2327,31A8700010,ST,4,-,0
2328,E2-H3Y-24V,ST,13,+,250
2329,SSA387B114A,ST,28,+,125
2330,SSA512A013C,ST,35,+,153
2331,SSA925C055G,ST,2,+,1.8
2332,TSJ502A038A,ST,2,-,0
2333,30A17-00070,ST,9,+,180
2334,30A17-00070,ST,9,+,180
2335,TSJ423J007,ST,2,-,0
2336,TSJ502A054C,ST,3,+,25
2337,B1282500-0212,ST,5,+,200
2338,M3MSH-035,ST,78,-,0
2339,70829,ST,1,-,0
2340,RVF.8788,ST,152,-,0
2341,TJD311B014,ST,1,+,289
2342,F3PDM-S81COE,ST,10,+,112
2343,F3PDM-S81COE,ST,10,+,112
2344,F3PDM-S81COE,ST,10,+,112
2345,F3PDM-S81COE,ST,10,+,112
2346,60091S,ST,3,+,24
2347,72301288,ST,3,+,44
2348,60091S,ST,15,+,8
2349,60091S,ST,15,+,8
2350,TCP18C2-KT2,ST,1,+,165
2351,72301288,ST,3,+,8.8
2352,72301288,ST,3,+,8.8
2353,72301288,ST,3,+,13
2354,72301295,ST,3,+,15
2355,F3Y-730-7,ST,1,+,25
2356,"H1handle8""",ST,24,-,0
2357,51904,ST,175,-,0
2358,51904,ST,175,-,0
2359,51904,ST,175,-,0
2360,72301295,ST,5,+,12
2361,TDJ301DL2,ST,1,+,750
2362,20821095,ST,1,+,21
2363,GN608-1-8-8,ST,19,+,16.06
2364,MM409326,ST,3,+,12
2365,72301295,ST,3,+,12
2366,72301295,ST,3,+,12
2367,TUJ80D,ST,1,+,1500
2368,RVF.7029,ST,304.2,-,0
2369,SSA357H019,ST,1,-,0
2370,SSA387B114G,ST,1,-,0
2371,SSA512A022C,ST,1,-,0
2372,SSA925A057,ST,2,-,0
2373,TU42D,ST,1,+,1500
2374,SSA431A114,WD,2,+,23
2375,TCP11F1,ST,11,-,0
2376,TJG006A006A,ST,12,+,340
2377,TJD116A036A,ST,2,-,0
2378,TJF116A134,ST,1,-,0
2379,TJG006A006A,ST,12,+,232
2380,72301295,ST,3,+,15
2381,TSJ531B012,ST,2,-,0
2382,TDJ301DL1,ST,1,+,4437.52
2383,TDJ301DL1,ST,1,+,4437.52
2384,19111-WHITE-SIZE37,ST,1,-,0
2385,R20-332-019-150,ST,1,+,32
2386,TDJ301DL2,ST,9,+,2500
2387,TDJ301DL2,ST,6,-,0
2388,72301288,ST,3,+,30
2389,30120S,ST,10,+,12
2390,2001-BLACK-SIZE41,ST,2,-,0
2391,38615900,ST,1,+,23
2392,72301296,ST,3,+,23
2393,ACA272C008,ST,4,+,123
2394,ACA272C008,ST,4,+,123
2395,ACA272C082,ST,29,+,250
2396,ACA272C082,ST,1,+,132.3788
2397,38623738,ST,18,+,123
2398,ACA272C009,ST,9,+,12
2399,38615900,ST,1,+,12
2400,38615900,ST,2,+,23
2401,TSJ502A038A,ST,2,-,0
2402,R20-332-019-150,ST,1,+,55
2403,38615900,ST,1,+,1
2404,38615900,ST,2,+,23
2405,72301296,ST,3,+,34
2406,30125,ST,10,+,45
2407,F4-AJ2-1/2,ST,9,+,8
2408,SSA431J016,ST,2,+,227.43
2409,70805,ST,6,-,0
2410,TSJ502A038A,ST,2,+,34
2411,70802,ST,2,+,55.35
2412,HDPF5470,ST,6,+,16
2413,TUJ80D,ST,1,+,2300
2414,PWI.1247,ST,48,-,0
2415,51903,ST,62,-,0
2416,"H1handle8""",ST,48,-,0
2417,B3BDU402240RR,WD,25,+,40
2418,33-1512,ST,6,+,7.79
2419,SSA925C051R,WD,2,-,0
2420,TSJ502A061D,ST,2,+,918
2421,VCP008510,ST,12,-,0
2422,72301296,WD,1,-,0
2423,72301296,WD,1,-,0
2424,110-459,ST,1,+,1243
2425,110-459,ST,1,+,1243
2426,SSA555A005,ST,24,+,36.55
2427,SSA383B304,ST,1,+,297.5
2428,B2B37,ST,5,-,0
2429,TDJ301DL2,ST,1,+,9500
2431,119285-77950,ST,5,-,0
2432,SSA566B010,ST,1,+,86.7
2433,ACA272C065,ST,1,+,100
2434,ACA272C065,ST,1,+,100
2435,ACA272C065,ST,1,+,100
2436,ACA272C065,ST,1,+,100
2437,51903,ST,8,-,0
2438,PIF.1336,ST,132,-,0
2439,F4-AJ2-1/2,ST,1,+,2.25
2440,F4-AJ2-1/2,ST,2,+,4.84
2441,TD21DSL2,ST,1,-,0
2442,TD21DSL2,ST,1,-,0
2443,TSJ932A005,ST,22,-,0
2444,RVF.13143,ST,200,-,0
2445,SSA512T037A,ST,3,+,67.5
2446,ARMT.1953,ST,49,-,0
2447,RVF.7029,ST,152,+,38.03
2448,550252,ST,5,+,24.03
2449,70805,ST,6,+,17.04
2450,895-BLACK-SIZE43,ST,2,+,62.3
2451,RA25897,ST,1,+,40.8
2452,54-60006-18,ST,1,+,125.43
2453,110-459,ST,4,+,116.64
2454,B2A36,ST,25,-,0
2455,140700-55803D,ST,1,+,414.8
2456,SSA383D007B,ST,1,+,586.5
2457,B2A31,WP,1,+,16
2458,61272,ST,20,-,0
2459,61272,ST,20,-,0
2460,61272,ST,20,-,0
2461,B2A60,ST,12,-,0
2462,B2B85,ST,14,+,11.9
2463,CO.200,ST,2,-,0
2464,56706,ST,1,-,0
2465,70375,ST,2,-,0
2466,B210Y415V,ST,1,+,673.74
2467,B210Y415V,ST,1,+,673.74
2468,F4-AJ2-1/2,ST,1,+,4.84
2469,R1047-0407,ST,1,+,10
2470,R1047-0407,ST,1,-,0
2471,B2B58,WP,72,+,8.5
2472,SSA925A006,ST,1,+,21.36
2473,SSA925A006,ST,1,+,21.36
2474,B2B58,ST,1,+,8.5
2475,SSA925A057,ST,1,+,23.63
2476,B2B58,ST,1,+,8.5
2477,TJD454A010A,ST,1,+,148.5
2478,B2B58,ST,1,+,8.5
2479,F4-AJ2-1/2,ST,2,+,4.84
2480,71222172,ST,110,-,0
2481,70806,ST,1,+,14.01
2482,TCP11F2,ST,1,+,321.74
2483,TCP11F2,ST,1,+,321.74
2484,ACA272C053,ST,6,-,0
2485,SSA925A046,ST,1,+,65.88
2486,F4-AJ2-1/2,ST,2,+,2.25
2487,TCP24K,ST,1,+,1599.85
2488,SSA387B114F,ST,1,+,54
2489,SSA925A057,ST,1,+,23.63
2490,ACA272C053,ST,1,+,26.06
2491,TD43DLCN2,ST,1,-,0
2492,TD43DLCN2,ST,1,-,0
2493,M3MSH-035,ST,2,+,8
2494,B2B58,DL,2,+,12
2495,60-60031,ST,1,+,71
2496,F14041/5,ST,2,+,32.59
2497,22-60268-01,ST,2,-,0
2498,22-60268-01,ST,2,-,0
2499,6255,DEFAULT,4,+,529.7
2500,41-3143,ST,1,-,0
2501,D315Y415V,ST,1,+,905.38
2502,80-WHITE-SIZE42,ST,1,+,106.6
2503,F4-AJ2-1/2,ST,1,+,2.25
2504,45863,ST,13,+,8.15
2505,35518614,ST,7,+,106.63
2506,230002,ST,48,+,3.46
2507,TSJ932A005,ST,23,+,12.5
2508,TCP11C1,ST,3,+,321.74
2509,TJD501A003R,WP,2,+,748
2510,TJD006A040,ST,1,+,510
2511,TSJ541B002F,ST,31,+,102
2512,66-2024,ST,1,+,1
2513,TD22DXB-1L1,ST,2,+,3520
2514,550253,ST,4,+,70.3
2515,70353,ST,1,+,53.65
2516,103-46,ST,7,-,0
2517,TD22DXB-1L1,ST,2,-,0
2518,RVF.8788,ST,152,-,0
2519,51904,ST,70,+,12.39
2520,30A1900040,ST,3,+,20.5
2521,R20-332-019-150,ST,1,+,4
2522,MD016317,ST,1,-,0
2523,TSJ505A021C,ST,1,-,0
2524,89-BLACK-SIZE40,ST,1,-,0
2525,F5-TU73-A,WD,5,+,15
2526,F4-AJ2-1/2,ST,1,+,4.84
2527,MM435190,ST,17,-,0
2528,TCP11H2,ST,1,+,850
2529,60090S,ST,2,+,1.73
2530,TLB122A016,ST,1,+,1445
2531,ACA201A403A,ST,1,+,6290
2532,6255,DEFAULT,4,-,0
2533,TCP11C2,ST,1,+,1
2534,SSA925C003A,ST,20,+,0.41
2535,SSA925C003A,ST,20,+,0.41
2536,B2A55,WP,10,+,1
2537,TSJ531B014,ST,1,+,71.7
2538,41852,ST,5,+,25.7
2539,41852,ST,5,+,25.7
2540,B2A44,ST,1,+,3.75
2541,TU42D,ST,1,-,0
2542,TU42D,ST,1,+,17630.96
2543,SSA551A105P,ST,1,+,1
2544,F4-AJ2-1/2,ST,2,+,2.25
2545,SSA551A105,ST,1,-,0
2546,R50TS050-10,ST,50,-,0
2547,RVF.7029,ST,304,-,0
2548,51904,ST,17,+,1
2549,TDJ430DL2,ST,2,-,0
2550,TD21DLCN1,ST,1,+,1
2551,TD30DLCN2,ST,1,+,1
2552,B2A44,ST,1,+,2
2553,8105-BLACK-SIZE40,ST,1,+,126.4
2554,B2A44,DEFAULT,1,+,3.75
2555,B2A44,ST,1,+,3.75
2556,8105-BLACK-SIZE42,ST,1,+,47.51
2557,204600,ST,100,-,0
2558,F4-AJ3,ST,2,+,4
2559,F4-AJ3,ST,2,+,4
2560,38617455,ST,1,+,18
2561,TCP18H2,DEFAULT,1,+,1.2
2562,28111,ST,1,+,150
2563,SSA431J014A,ST,1,-,0
2564,127301,ST,2,-,0
2565,51902,ST,635,-,0
2566,CSA432B006,ST,10,-,0
2567,SAA512A103,ST,22,-,0
2568,ACA223D015,ST,1,-,0
2569,SAA512A108,ST,5,-,0
2570,RVF.8788,ST,152,-,0
2571,TDJ430DL2,ST,2,+,6085.46
2572,ERC05,ST,1,-,0
2573,SAA512A103,ST,7,+,32.07
2574,SSA925C058,ST,55,-,0
2575,TD30DXB-1L2,ST,7,-,0
2576,TUJ80D,ST,2,-,0
2577,TJD116A035G,ST,2,+,1
2578,SSA387B079C,ST,24,+,64.13
2579,SSA925A012A,ST,1,+,1
2580,SSA431B052,ST,1,+,162.5
2581,ISU-4.6,ST,3,+,1
2582,SSA431B030,ST,1,+,42.5
2583,TJF006A061K,ST,1,-,0
2584,TSJ621A004,ST,3,-,0
2585,TJF504A091,ST,1,+,1
2586,BSA564B001A,ST,1,+,1
2587,CAWT28.23H/W,WD,4,+,46
2588,TLB271A003,WD,2,+,86.97
2589,F5-TU73-O,WD,13,+,8.5
2590,ACA201A020,DL,5,+,556.5
2591,B2A35,WD,8,+,16
2592,YU603,WD,2,+,50
2593,SSA552C006,ST,1,+,1315
2594,F4-AJ2-1/2,ST,2,+,4.84
2595,38623738,ST,19,+,19.65
2596,38623737,ST,31,+,19.65
2597,SSA512K007,ST,5,+,0.001
2598,F5-TU73-A,ST,9,+,30
2599,F5-TU73-O,ST,9,+,30
2600,ACA272C064,DL,1,+,357
2601,TCP11COR,ST,10,+,0.0001
2602,TCP11F2,ST,2,+,300
2603,SSA925C051R,ST,10,-,0
2604,SSA925C051R,ST,10,-,0
2605,SSA925C051R,ST,10,-,0
2606,10-41-2638,ST,3,-,0
2607,TCP24K,ST,3,+,1599.85
2608,TCP24K,ST,3,+,1599.85
2609,TCP11F2,DL,3,+,850
